corpID	docID	sentNo	paragNo	aPos	ID	text	tokenFragment_start	tokenFragment_end	charSegment_start	charSegment_end	babelSynsetID	DBpediaURL	BabelNetURL	score	coherenceScore	globalScore	source
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	7	8	40	56	bn:00045700n	http://dbpedia.org/resource/United_States_Intelligence_Community	http://babelnet.org/rdf/s00045700n	1.0	0.25	0.016974973	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	8	8	45	56	bn:00047025n	http://dbpedia.org/resource/Intelligence	http://babelnet.org/rdf/s00047025n	0.0	0.0	0.0	MCS
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	8	9	45	64	bn:02076756n	http://dbpedia.org/resource/Southern_Poverty_Law_Center	http://babelnet.org/rdf/s02076756n	1.0	0.041666668	2.1762785E-4	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	9	9	58	64	bn:00067181n	http://dbpedia.org/resource/Report	http://babelnet.org/rdf/s00067181n	0.0	0.0	0.0	MCS
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	14	14	80	90	bn:00099743a		http://babelnet.org/rdf/s00099743a	1.0	0.083333336	8.705114E-4	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	15	16	92	107	bn:03088448n	http://dbpedia.org/resource/Enriched_uranium	http://babelnet.org/rdf/s03088448n	1.0	0.41666666	0.034820456	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	16	16	101	107	bn:00006924n	http://dbpedia.org/resource/Uranium	http://babelnet.org/rdf/s00006924n	0.9896907	0.33333334	0.020892274	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	17	17	109	115	bn:00005704n	http://dbpedia.org/resource/Weapon	http://babelnet.org/rdf/s00005704n	0.9822222	0.5416667	0.048095755	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	18	18	117	123	bn:00062759n	http://dbpedia.org/resource/Program_management	http://babelnet.org/rdf/s00062759n	0.0	0.0	0.0	MCS
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	20	20	128	136	bn:00046721n	http://dbpedia.org/resource/Summary_offence	http://babelnet.org/rdf/s00046721n	0.0	0.0	0.0	MCS
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	23	24	145	160	bn:00183101n	http://dbpedia.org/resource/Agreed_Framework	http://babelnet.org/rdf/s00183101n	1.0	0.375	0.02546246	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	24	24	152	160	bn:00036197n	http://dbpedia.org/resource/Economic_model	http://babelnet.org/rdf/s00036197n	0.0	0.0	0.0	MCS
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	27	27	170	176	bn:02412572n	http://dbpedia.org/resource/Nuclear_(Ryan_Adams_song)	http://babelnet.org/rdf/s02412572n	1.0	0.041666668	2.1762785E-4	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	27	28	170	194	bn:00057899n	http://dbpedia.org/resource/Nuclear_proliferation	http://babelnet.org/rdf/s00057899n	1.0	0.41666666	0.03264418	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	27	29	170	201	bn:01507054n	http://dbpedia.org/resource/Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons	http://babelnet.org/rdf/s01507054n	1.0	0.41666666	0.036996737	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	28	28	178	194	bn:00057899n	http://dbpedia.org/resource/Nuclear_proliferation	http://babelnet.org/rdf/s00057899n	1.0	0.41666666	0.03264418	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	28	29	178	201	bn:01507054n	http://dbpedia.org/resource/Treaty_on_the_Non-Proliferation_of_Nuclear_Weapons	http://babelnet.org/rdf/s01507054n	1.0	0.41666666	0.036996737	BABELFY
185	23574	2	9	0	4098215	In October 2002 , North Korea confirmed U.S. intelligence reports that it had a clandestine enriched uranium weapons program in violation of the Agreed Framework and the Nuclear Non-Proliferation Treaty .	29	29	196	201	bn:00000728n	http://dbpedia.org/resource/Pact	http://babelnet.org/rdf/s00000728n	0.98214287	0.41666666	0.023939064	BABELFY
185	23574	3	9	0	4098216	QN : Has North Korea complied with the NPT ?	3	4	9	19	bn:00024943n	http://dbpedia.org/resource/North_Korea	http://babelnet.org/rdf/s00024943n	1.0	0.6666667	0.1980198	BABELFY
185	23574	3	9	0	4098216	QN : Has North Korea complied with the NPT ?	5	5	21	28	bn:00082139v		http://babelnet.org/rdf/s00082139v	0.0	0.0	0.0	MCS
185	23574	1	10	0	4098217	ID:lcch_0008 .	0	0	0	1	bn:00037612n	http://dbpedia.org/resource/Mush_Records	http://babelnet.org/rdf/s00037612n	0.0	0.0	0.0	MCS
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	1	1	3	10	bn:00001296n	http://dbpedia.org/resource/Summation	http://babelnet.org/rdf/s00001296n	1.0	0.15789473	0.041860465	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	4	4	32	39	bn:00018096n	http://dbpedia.org/resource/Chemical_substance	http://babelnet.org/rdf/s00018096n	0.9649123	0.2631579	0.12790698	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	5	5	41	48	bn:00056340n		http://babelnet.org/rdf/s00056340n	0.8	0.10526316	0.009302326	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	7	7	52	56	bn:00011917n	http://dbpedia.org/resource/Bomb	http://babelnet.org/rdf/s00011917n	0.76086956	0.36842105	0.1627907	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	9	9	60	67	bn:00116211r		http://babelnet.org/rdf/s00116211r	0.0	0.0	0.0	MCS
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	11	11	75	79	bn:00078798n		http://babelnet.org/rdf/s00078798n	0.0	0.0	0.0	MCS
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	13	13	84	91	bn:00056340n		http://babelnet.org/rdf/s00056340n	0.8	0.10526316	0.009302326	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	16	16	97	100	bn:00024943n	http://dbpedia.org/resource/North_Korea	http://babelnet.org/rdf/s00024943n	1.0	0.2631579	0.08139535	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	17	17	102	109	bn:00106725a		http://babelnet.org/rdf/s00106725a	1.0	0.2631579	0.058139537	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	17	18	102	119	bn:00002205n	http://dbpedia.org/resource/Military_airbase	http://babelnet.org/rdf/s00002205n	1.0	0.10526316	0.018604651	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	18	18	111	119	bn:00001676n	http://dbpedia.org/resource/Aerodrome	http://babelnet.org/rdf/s00001676n	0.8888889	0.10526316	0.018604651	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	25	25	141	146	bn:00091875v		http://babelnet.org/rdf/s00091875v	0.0	0.0	0.0	MCS
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	27	27	150	156	bn:00062914n	http://dbpedia.org/resource/Platoon	http://babelnet.org/rdf/s00062914n	0.0	0.0	0.0	MCS
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	29	29	161	168	bn:00018096n	http://dbpedia.org/resource/Chemical_substance	http://babelnet.org/rdf/s00018096n	0.9649123	0.2631579	0.12790698	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	29	30	161	176	bn:00018103n		http://babelnet.org/rdf/s00018103n	1.0	0.2631579	0.058139537	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	30	30	170	176	bn:00025878n		http://babelnet.org/rdf/s00025878n	0.0	0.0	0.0	MCS
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	31	31	178	186	bn:00035770n		http://babelnet.org/rdf/s00035770n	0.0	0.0	0.0	MCS
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	32	32	188	195	bn:00087710v		http://babelnet.org/rdf/s00087710v	1.0	0.05263158	0.0023255814	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	33	33	197	211	bn:15881361n	http://dbpedia.org/resource/Decontamination	http://babelnet.org/rdf/s15881361n	1.0	0.10526316	0.009302326	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	35	35	217	225	bn:00026631n		http://babelnet.org/rdf/s00026631n	1.0	0.05263158	0.0023255814	BABELFY
185	23574	2	10	0	4098218	In addition to aerial-delivered chemical ordnance ( bombs , possibly other types of ordnance ) , DPRK military airfields ( as of 1993 ) have posted a platoon of chemical defense personnel equipped decontamination and detection systems .	36	36	227	233	bn:00075759n		http://babelnet.org/rdf/s00075759n	0.0	0.0	0.0	MCS
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	3	4	9	19	bn:00024943n	http://dbpedia.org/resource/North_Korea	http://babelnet.org/rdf/s00024943n	1.0	0.41666666	0.11326861	BABELFY
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	6	6	27	31	bn:00074192n		http://babelnet.org/rdf/s00074192n	0.0	0.0	0.0	MCS
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	8	8	36	42	bn:00092103v		http://babelnet.org/rdf/s00092103v	0.0	0.0	0.0	MCS
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	10	10	48	55	bn:00106725a		http://babelnet.org/rdf/s00106725a	0.9411765	0.33333334	0.025889968	BABELFY
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	10	11	48	65	bn:00002205n	http://dbpedia.org/resource/Military_airbase	http://babelnet.org/rdf/s00002205n	1.0	0.33333334	0.03883495	BABELFY
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	11	11	57	65	bn:00002286n		http://babelnet.org/rdf/s00002286n	0.0	0.0	0.0	MCS
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	13	13	72	79	bn:00018096n	http://dbpedia.org/resource/Chemical_substance	http://babelnet.org/rdf/s00018096n	0.0	0.0	0.0	MCS
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	13	14	72	87	bn:00018125n	http://dbpedia.org/resource/Chemical_weapon	http://babelnet.org/rdf/s00018125n	1.0	0.41666666	0.080906145	BABELFY
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	14	14	81	87	bn:00005704n	http://dbpedia.org/resource/Weapon	http://babelnet.org/rdf/s00005704n	1.0	0.5833333	0.13592233	BABELFY
185	23574	3	10	0	4098219	QN : Has North Korea taken steps to protect its military airfields from chemical weapons attacks ?	15	15	89	95	bn:00006995n	http://dbpedia.org/resource/Offense_(sports)	http://babelnet.org/rdf/s00006995n	0.0	0.0	0.0	MCS
185	23574	1	11	0	4098220	ID:lcch_0009 .	0	0	0	1	bn:00037612n	http://dbpedia.org/resource/Mush_Records	http://babelnet.org/rdf/s00037612n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	1	1	4	12	bn:00100383a		http://babelnet.org/rdf/s00100383a	1.0	0.041666668	3.9902636E-5	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	2	2	14	24	bn:00021959n	http://dbpedia.org/resource/Consent_(criminal_law)	http://babelnet.org/rdf/s00021959n	1.0	0.29166666	0.0022345476	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	5	5	33	42	bn:00021207n	http://dbpedia.org/resource/Democracy	http://babelnet.org/rdf/s00021207n	0.8618524	0.75	0.043813094	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	6	6	44	49	bn:00061450n	http://dbpedia.org/resource/People	http://babelnet.org/rdf/s00061450n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	8	8	53	60	bn:00021207n	http://dbpedia.org/resource/Democracy	http://babelnet.org/rdf/s00021207n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	12	12	73	76	bn:00024943n	http://dbpedia.org/resource/North_Korea	http://babelnet.org/rdf/s00024943n	1.0	0.75	0.038067117	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	16	16	86	91	bn:00061450n	http://dbpedia.org/resource/People	http://babelnet.org/rdf/s00061450n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	18	18	95	102	bn:00021207n	http://dbpedia.org/resource/Democracy	http://babelnet.org/rdf/s00021207n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	22	22	115	117	bn:00016756n	http://dbpedia.org/resource/Cathay	http://babelnet.org/rdf/s00016756n	0.9977876	0.9166667	0.07198436	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	28	28	137	143	bn:00088643v		http://babelnet.org/rdf/s00088643v	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	29	29	145	148	bn:00047447n	http://dbpedia.org/resource/Iran	http://babelnet.org/rdf/s00047447n	0.9602649	0.8333333	0.04628706	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	32	32	160	167	bn:00055322n	http://dbpedia.org/resource/Missile	http://babelnet.org/rdf/s00055322n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	35	35	189	198	bn:00005105n	http://dbpedia.org/resource/Engineering	http://babelnet.org/rdf/s00005105n	0.9735577	0.625	0.016160568	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	41	41	223	228	bn:00087794v		http://babelnet.org/rdf/s00087794v	1.0	0.041666668	3.9902636E-5	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	43	43	234	243	bn:00002178n	http://dbpedia.org/resource/Intention	http://babelnet.org/rdf/s00002178n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	46	46	252	258	bn:00055322n	http://dbpedia.org/resource/Missile	http://babelnet.org/rdf/s00055322n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	46	49	252	284	bn:00138800n	http://dbpedia.org/resource/Missile_Technology_Control_Regime	http://babelnet.org/rdf/s00138800n	1.0	0.41666666	0.005187343	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	47	47	260	269	bn:00005105n	http://dbpedia.org/resource/Engineering	http://babelnet.org/rdf/s00005105n	0.9735577	0.625	0.016160568	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	48	48	271	277	bn:00022283n		http://babelnet.org/rdf/s00022283n	0.0	0.0	0.0	MCS
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	49	49	279	284	bn:00007299n	http://dbpedia.org/resource/Regime	http://babelnet.org/rdf/s00007299n	0.9895013	0.5416667	0.015043294	BABELFY
185	23574	2	11	0	4098221	The continued willingness of the Democratic People's Republic of Korea ( DPRK ) , the People's Republic of China ( PRC ) , and Russia to provide Iran with both missiles and missile-related technology that at the very least exceed the intentions of the Missile Technology Control Regime ( MTCR ) .	51	51	288	291	bn:00138800n	http://dbpedia.org/resource/Missile_Technology_Control_Regime	http://babelnet.org/rdf/s00138800n	1.0	0.41666666	0.005187343	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	3	3	14	25	bn:00085474v		http://babelnet.org/rdf/s00085474v	0.0	0.0	0.0	MCS
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	7	7	34	39	bn:00105891a		http://babelnet.org/rdf/s00105891a	0.0	0.0	0.0	MCS
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	8	8	41	46	bn:00032425n		http://babelnet.org/rdf/s00032425n	1.0	0.1	0.003003003	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	12	12	57	67	bn:00021959n	http://dbpedia.org/resource/Consent_(criminal_law)	http://babelnet.org/rdf/s00021959n	1.0	0.1	0.003003003	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	14	15	72	84	bn:01059439n	http://dbpedia.org/resource/Other_Nationalities_rugby_league_team	http://babelnet.org/rdf/s01059439n	0.0	0.0	0.0	MCS
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	15	15	78	84	bn:00023236n	http://dbpedia.org/resource/State_(polity)	http://babelnet.org/rdf/s00023236n	0.84	0.8	0.5045045	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	19	19	95	99	bn:00050980n	http://dbpedia.org/resource/History_of_Libya_under_Muammar_Gaddafi	http://babelnet.org/rdf/s00050980n	0.82758623	0.3	0.072072074	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	21	21	105	109	bn:00075752n	http://dbpedia.org/resource/Syria	http://babelnet.org/rdf/s00075752n	0.88235295	0.3	0.09009009	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	24	24	116	124	bn:00085279v		http://babelnet.org/rdf/s00085279v	1.0	0.1	0.003003003	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	27	27	137	141	bn:00049167n		http://babelnet.org/rdf/s00049167n	0.0	0.0	0.0	MCS
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	29	29	146	154	bn:00098005a		http://babelnet.org/rdf/s00098005a	1.0	0.2	0.018018018	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	29	30	146	162	bn:00008179n	http://dbpedia.org/resource/Ballistic_missile	http://babelnet.org/rdf/s00008179n	1.0	0.5	0.1051051	BABELFY
185	23574	3	11	0	4098222	This has been complemented , to a lesser extent , by the willingness of other nations ( e.g. , Libya and Syria ) to cooperate within the realm of ballistic missile development .	30	30	156	162	bn:00055322n	http://dbpedia.org/resource/Missile	http://babelnet.org/rdf/s00055322n	0.85714287	0.3	0.036036037	BABELFY
